id,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
3mJSu7WdreL5WucqTpjwW7,Falling Behind,Sultan + Shepard,47,0.344,0.644,1,-9.589,0,0.035,0.659,0.398,0.1,0.0749,120.007,audio_features,spotify:track:3mJSu7WdreL5WucqTpjwW7,https://api.spotify.com/v1/tracks/3mJSu7WdreL5WucqTpjwW7,https://api.spotify.com/v1/audio-analysis/3mJSu7WdreL5WucqTpjwW7,283000,4
5cnzY2pz4gUFNGyhLJRvxh,okok,okgiorgio,34,0.588,0.975,4,-6.891,0,0.07,0.0935,0.645,0.307,0.204,150.949,audio_features,spotify:track:5cnzY2pz4gUFNGyhLJRvxh,https://api.spotify.com/v1/tracks/5cnzY2pz4gUFNGyhLJRvxh,https://api.spotify.com/v1/audio-analysis/5cnzY2pz4gUFNGyhLJRvxh,210484,4
4NZcudZGLMwhRMgdqGdRBm,Baby Blue,MiLES.,35,0.722,0.916,6,-5.684,0,0.0633,0.306,0.00145,0.182,0.961,139.925,audio_features,spotify:track:4NZcudZGLMwhRMgdqGdRBm,https://api.spotify.com/v1/tracks/4NZcudZGLMwhRMgdqGdRBm,https://api.spotify.com/v1/audio-analysis/4NZcudZGLMwhRMgdqGdRBm,183429,4
73OY8N8vCvK9iKuPoEtSNG,Leave It Better Than You Found It,Judah & the Lion,46,0.498,0.68,5,-7.97,1,0.0331,0.0834,1.64e-05,0.204,0.487,103.035,audio_features,spotify:track:73OY8N8vCvK9iKuPoEtSNG,https://api.spotify.com/v1/tracks/73OY8N8vCvK9iKuPoEtSNG,https://api.spotify.com/v1/audio-analysis/73OY8N8vCvK9iKuPoEtSNG,285795,4
7dmA9608TJjycVFNBeLtQZ,Ain’t Thinkin’ Bout You,Greylan James,42,0.76,0.617,1,-4.745,0,0.0422,0.465,5.32e-05,0.103,0.652,138.017,audio_features,spotify:track:7dmA9608TJjycVFNBeLtQZ,https://api.spotify.com/v1/tracks/7dmA9608TJjycVFNBeLtQZ,https://api.spotify.com/v1/audio-analysis/7dmA9608TJjycVFNBeLtQZ,150261,4
7EsNudSaZfjqITDs4ttHmA,better this way,Ethan Jewell,34,0.412,0.155,9,-14.327,1,0.0419,0.609,0.0,0.116,0.178,167.957,audio_features,spotify:track:7EsNudSaZfjqITDs4ttHmA,https://api.spotify.com/v1/tracks/7EsNudSaZfjqITDs4ttHmA,https://api.spotify.com/v1/audio-analysis/7EsNudSaZfjqITDs4ttHmA,164352,3
12zOYNZ9vqbKbRBRlC7jwr,Your Biggest Fan,LAVI$H,32,0.665,0.322,10,-7.902,1,0.0732,0.634,0.0,0.0878,0.581,79.897,audio_features,spotify:track:12zOYNZ9vqbKbRBRlC7jwr,https://api.spotify.com/v1/tracks/12zOYNZ9vqbKbRBRlC7jwr,https://api.spotify.com/v1/audio-analysis/12zOYNZ9vqbKbRBRlC7jwr,149000,4
5q51bOlhJJ21MciwnHI5sn,Crazy,Finesse2tymes,36,0.671,0.74,2,-6.294,1,0.366,0.139,0.0,0.369,0.33,124.011,audio_features,spotify:track:5q51bOlhJJ21MciwnHI5sn,https://api.spotify.com/v1/tracks/5q51bOlhJJ21MciwnHI5sn,https://api.spotify.com/v1/audio-analysis/5q51bOlhJJ21MciwnHI5sn,185806,4
1OVF6cFaiAyCgMGMiH3Jdg,I Made It,Lil Zay Osama,35,0.622,0.669,4,-6.965,0,0.0377,0.0998,0.00135,0.3,0.0772,134.851,audio_features,spotify:track:1OVF6cFaiAyCgMGMiH3Jdg,https://api.spotify.com/v1/tracks/1OVF6cFaiAyCgMGMiH3Jdg,https://api.spotify.com/v1/audio-analysis/1OVF6cFaiAyCgMGMiH3Jdg,130534,4
2LRyEComA8UsOJ8fFW9BCi,Ride,Christian Kuria,49,0.447,0.787,6,-5.194,1,0.0397,0.033,0.0102,0.239,0.574,164.455,audio_features,spotify:track:2LRyEComA8UsOJ8fFW9BCi,https://api.spotify.com/v1/tracks/2LRyEComA8UsOJ8fFW9BCi,https://api.spotify.com/v1/audio-analysis/2LRyEComA8UsOJ8fFW9BCi,183703,4
2aQiqmGWTdaP7st3xwwg8q,Let Me Fall,Nick Mono,34,0.513,0.513,11,-7.686,0,0.0556,0.475,0.0,0.118,0.386,208.051,audio_features,spotify:track:2aQiqmGWTdaP7st3xwwg8q,https://api.spotify.com/v1/tracks/2aQiqmGWTdaP7st3xwwg8q,https://api.spotify.com/v1/audio-analysis/2aQiqmGWTdaP7st3xwwg8q,132308,3
2REwEj9qzq1D7pcvPfLFxV,One More Lie (feat. Max McNown),Eddie Flint,44,0.772,0.461,11,-8.988,1,0.0273,0.305,4.13e-06,0.13,0.217,111.964,audio_features,spotify:track:2REwEj9qzq1D7pcvPfLFxV,https://api.spotify.com/v1/tracks/2REwEj9qzq1D7pcvPfLFxV,https://api.spotify.com/v1/audio-analysis/2REwEj9qzq1D7pcvPfLFxV,194847,4
2TooRcNf7awyRJrO7XPric,Counterfeit,Taylor Edwards,38,0.579,0.449,3,-6.452,1,0.0394,0.689,0.0,0.103,0.327,149.98,audio_features,spotify:track:2TooRcNf7awyRJrO7XPric,https://api.spotify.com/v1/tracks/2TooRcNf7awyRJrO7XPric,https://api.spotify.com/v1/audio-analysis/2TooRcNf7awyRJrO7XPric,165264,4
3aKtLbH0NTqqJQDKouqM3Q,You & Me Makes Us,League of Legends,51,0.364,0.627,4,-6.274,1,0.0508,0.49,0.0,0.0757,0.428,186.818,audio_features,spotify:track:3aKtLbH0NTqqJQDKouqM3Q,https://api.spotify.com/v1/tracks/3aKtLbH0NTqqJQDKouqM3Q,https://api.spotify.com/v1/audio-analysis/3aKtLbH0NTqqJQDKouqM3Q,176055,4
09EH1eKKDdNK2cVeIqKWaW,BOUND 2 U,Cybertrash,41,0.849,0.558,2,-5.92,1,0.0885,0.0203,2.14e-06,0.254,0.653,113.041,audio_features,spotify:track:09EH1eKKDdNK2cVeIqKWaW,https://api.spotify.com/v1/tracks/09EH1eKKDdNK2cVeIqKWaW,https://api.spotify.com/v1/audio-analysis/09EH1eKKDdNK2cVeIqKWaW,125420,4
3CaHfhUe0A3a50ScQ2MFr9,Cash,Quando Rondo,46,0.708,0.548,1,-8.188,0,0.263,0.0763,0.0,0.116,0.685,78.092,audio_features,spotify:track:3CaHfhUe0A3a50ScQ2MFr9,https://api.spotify.com/v1/tracks/3CaHfhUe0A3a50ScQ2MFr9,https://api.spotify.com/v1/audio-analysis/3CaHfhUe0A3a50ScQ2MFr9,127658,4
2PVi5mg3dugxnPkRbilRCg,Flock Together (feat. Gucci Mane),BigWalkDog,39,0.732,0.699,2,-6.437,1,0.361,0.0391,0.0,0.488,0.83,145.066,audio_features,spotify:track:2PVi5mg3dugxnPkRbilRCg,https://api.spotify.com/v1/tracks/2PVi5mg3dugxnPkRbilRCg,https://api.spotify.com/v1/audio-analysis/2PVi5mg3dugxnPkRbilRCg,175462,4
2oXElJdmnDXKkeWNEYiK7A,Too Busy To Be Bae,Kizz Daniel,59,0.897,0.396,6,-11.215,0,0.206,0.18,8.93e-05,0.185,0.785,110.974,audio_features,spotify:track:2oXElJdmnDXKkeWNEYiK7A,https://api.spotify.com/v1/tracks/2oXElJdmnDXKkeWNEYiK7A,https://api.spotify.com/v1/audio-analysis/2oXElJdmnDXKkeWNEYiK7A,192432,4
67WuAkWNUHZqV8FOgDrz7R,Thumbtack,Hamond,31,0.737,0.529,11,-9.669,0,0.127,0.832,0.0638,0.243,0.466,116.77,audio_features,spotify:track:67WuAkWNUHZqV8FOgDrz7R,https://api.spotify.com/v1/tracks/67WuAkWNUHZqV8FOgDrz7R,https://api.spotify.com/v1/audio-analysis/67WuAkWNUHZqV8FOgDrz7R,131282,4
4Z8Q1ysqqdTYDr7yyP3ONx,Part of Me,Ásgeir,33,0.694,0.247,7,-17.239,1,0.0548,0.924,0.00645,0.11,0.409,144.119,audio_features,spotify:track:4Z8Q1ysqqdTYDr7yyP3ONx,https://api.spotify.com/v1/tracks/4Z8Q1ysqqdTYDr7yyP3ONx,https://api.spotify.com/v1/audio-analysis/4Z8Q1ysqqdTYDr7yyP3ONx,208702,4
52KK3h1WDHJyTtpxWonWuY,i saw a flying saucer,Bluey,29,0.684,0.245,3,-15.74,1,0.0573,0.766,0.893,0.109,0.36,164.059,audio_features,spotify:track:52KK3h1WDHJyTtpxWonWuY,https://api.spotify.com/v1/tracks/52KK3h1WDHJyTtpxWonWuY,https://api.spotify.com/v1/audio-analysis/52KK3h1WDHJyTtpxWonWuY,169062,4
6iLG2K2RA0wrD4HrdYG7WZ,Inestable,Justin Quiles,51,0.704,0.67,0,-5.258,0,0.084,0.136,0.0,0.195,0.721,171.954,audio_features,spotify:track:6iLG2K2RA0wrD4HrdYG7WZ,https://api.spotify.com/v1/tracks/6iLG2K2RA0wrD4HrdYG7WZ,https://api.spotify.com/v1/audio-analysis/6iLG2K2RA0wrD4HrdYG7WZ,218372,4
3O9m7ajjMbigoXLwrzZvpt,Right Here,Bag Raiders,36,0.788,0.986,9,-4.464,0,0.0755,0.016,0.566,0.0688,0.873,132.997,audio_features,spotify:track:3O9m7ajjMbigoXLwrzZvpt,https://api.spotify.com/v1/tracks/3O9m7ajjMbigoXLwrzZvpt,https://api.spotify.com/v1/audio-analysis/3O9m7ajjMbigoXLwrzZvpt,250067,4
7GOo87JXSvaZued7ICTp3A,I Can’t Be The Only One,SERA,53,0.691,0.873,7,-4.271,1,0.0619,0.0321,1.21e-05,0.256,0.345,131.916,audio_features,spotify:track:7GOo87JXSvaZued7ICTp3A,https://api.spotify.com/v1/tracks/7GOo87JXSvaZued7ICTp3A,https://api.spotify.com/v1/audio-analysis/7GOo87JXSvaZued7ICTp3A,171165,4
6PZSETEaLEiUv00gzJMAIC,US AGAINST THE WORLD,Chris Grey,39,0.428,0.554,6,-6.124,0,0.0339,0.0483,0.0,0.115,0.253,148.111,audio_features,spotify:track:6PZSETEaLEiUv00gzJMAIC,https://api.spotify.com/v1/tracks/6PZSETEaLEiUv00gzJMAIC,https://api.spotify.com/v1/audio-analysis/6PZSETEaLEiUv00gzJMAIC,141000,4
6Xa3ZCamaDFWBmxOFoR2n8,MiNt cHoCoLaTe (feat. Conway the Machine),1999 WRITE THE FUTURE,52,0.493,0.508,5,-6.901,0,0.273,0.61,0.0,0.368,0.705,127.852,audio_features,spotify:track:6Xa3ZCamaDFWBmxOFoR2n8,https://api.spotify.com/v1/tracks/6Xa3ZCamaDFWBmxOFoR2n8,https://api.spotify.com/v1/audio-analysis/6Xa3ZCamaDFWBmxOFoR2n8,213641,4
5wVqh6vqoztvzWUf7x5Vmm,NYDFRYSTL,tg.blk,30,0.656,0.617,2,-7.255,1,0.193,0.515,0.0,0.167,0.476,79.993,audio_features,spotify:track:5wVqh6vqoztvzWUf7x5Vmm,https://api.spotify.com/v1/tracks/5wVqh6vqoztvzWUf7x5Vmm,https://api.spotify.com/v1/audio-analysis/5wVqh6vqoztvzWUf7x5Vmm,108187,4
2u1jeYToTwnu7XvvmioPdI,Greenroom,Larrenwong,30,0.406,0.509,3,-8.105,0,0.241,0.328,0.000155,0.0951,0.503,75.795,audio_features,spotify:track:2u1jeYToTwnu7XvvmioPdI,https://api.spotify.com/v1/tracks/2u1jeYToTwnu7XvvmioPdI,https://api.spotify.com/v1/audio-analysis/2u1jeYToTwnu7XvvmioPdI,209492,1
0R81IMaZQhGFFvAmAQFRUG,Treasure,Reaper,31,0.463,0.91,7,-5.131,0,0.038,0.085,0.0032,0.34,0.349,110.004,audio_features,spotify:track:0R81IMaZQhGFFvAmAQFRUG,https://api.spotify.com/v1/tracks/0R81IMaZQhGFFvAmAQFRUG,https://api.spotify.com/v1/audio-analysis/0R81IMaZQhGFFvAmAQFRUG,463702,4
6OIQbqoIyqBvF4JQDamfOE,Heaven,Softcult,41,0.153,0.495,2,-8.643,1,0.0419,0.538,0.745,0.376,0.0589,136.078,audio_features,spotify:track:6OIQbqoIyqBvF4JQDamfOE,https://api.spotify.com/v1/tracks/6OIQbqoIyqBvF4JQDamfOE,https://api.spotify.com/v1/audio-analysis/6OIQbqoIyqBvF4JQDamfOE,241638,4
1m1DJcA1MNiadetY9tFZzD,Twisted,Laura Davidson,31,0.918,0.714,6,-4.525,0,0.0975,0.167,3.39e-06,0.0842,0.969,121.021,audio_features,spotify:track:1m1DJcA1MNiadetY9tFZzD,https://api.spotify.com/v1/tracks/1m1DJcA1MNiadetY9tFZzD,https://api.spotify.com/v1/audio-analysis/1m1DJcA1MNiadetY9tFZzD,141880,4
5K286QPZ7Fere57NndcDLF,No One Does It Better Than You,bob junior,45,0.689,0.794,6,-6.892,0,0.0326,0.104,3.15e-06,0.0474,0.977,119.983,audio_features,spotify:track:5K286QPZ7Fere57NndcDLF,https://api.spotify.com/v1/tracks/5K286QPZ7Fere57NndcDLF,https://api.spotify.com/v1/audio-analysis/5K286QPZ7Fere57NndcDLF,185000,4
7EdBkc2HvH9gIlBDtiYmY1,How Do I Say Goodbye (feat. Delaney Jane),Adventure Club,42,0.7,0.708,4,-4.859,0,0.0521,0.00736,4.66e-05,0.144,0.257,127.992,audio_features,spotify:track:7EdBkc2HvH9gIlBDtiYmY1,https://api.spotify.com/v1/tracks/7EdBkc2HvH9gIlBDtiYmY1,https://api.spotify.com/v1/audio-analysis/7EdBkc2HvH9gIlBDtiYmY1,169219,4
67UwEESR9kfCdMuTNLeXaK,BACK2ORBIT,FRVRFRIDAY,37,0.708,0.556,10,-9.727,0,0.0654,0.0462,0.0,0.127,0.546,148.03,audio_features,spotify:track:67UwEESR9kfCdMuTNLeXaK,https://api.spotify.com/v1/tracks/67UwEESR9kfCdMuTNLeXaK,https://api.spotify.com/v1/audio-analysis/67UwEESR9kfCdMuTNLeXaK,155676,4
